"","EXPSAMPLE_ACCESSION","FILE_INFO_ID","RESULT_SCHEMA"
"1","ES769620",703278,"OTHER"
"2","ES769621",703278,"OTHER"
"3","ES769622",703278,"OTHER"
"4","ES769623",703278,"OTHER"
"5","ES769624",703278,"OTHER"
"6","ES769625",703278,"OTHER"
"7","ES769626",703278,"OTHER"
"8","ES769627",703278,"OTHER"
"9","ES769628",703278,"OTHER"
"10","ES769629",703278,"OTHER"
"11","ES769630",703278,"OTHER"
"12","ES769631",703278,"OTHER"
"13","ES769632",703278,"OTHER"
"14","ES769633",703278,"OTHER"
"15","ES769634",703278,"OTHER"
"16","ES769635",703278,"OTHER"
"17","ES769636",703278,"OTHER"
"18","ES769637",703278,"OTHER"
"19","ES769638",703278,"OTHER"
"20","ES769639",703278,"OTHER"
"21","ES769640",703278,"OTHER"
"22","ES769641",703278,"OTHER"
"23","ES769642",703278,"OTHER"
"24","ES769643",703278,"OTHER"
"25","ES769644",703278,"OTHER"
"26","ES769645",703278,"OTHER"
"27","ES769646",703278,"OTHER"
"28","ES769647",703278,"OTHER"
"29","ES769648",703278,"OTHER"
"30","ES769649",703278,"OTHER"
"31","ES769650",703278,"OTHER"
"32","ES769651",703278,"OTHER"
"33","ES769652",703278,"OTHER"
"34","ES769653",703278,"OTHER"
"35","ES769654",703278,"OTHER"
"36","ES769655",703278,"OTHER"
"37","ES769656",703278,"OTHER"
"38","ES769657",703278,"OTHER"
"39","ES769658",703278,"OTHER"
"40","ES769659",703278,"OTHER"
"41","ES769660",703278,"OTHER"
"42","ES769661",703278,"OTHER"
"43","ES769662",703278,"OTHER"
"44","ES769663",703278,"OTHER"
"45","ES769664",703278,"OTHER"
"46","ES769665",703278,"OTHER"
"47","ES769666",703278,"OTHER"
"48","ES769667",703278,"OTHER"
"49","ES769668",703278,"OTHER"
"50","ES769669",703278,"OTHER"
"51","ES769670",703278,"OTHER"
"52","ES769671",703278,"OTHER"
"53","ES769672",703278,"OTHER"
"54","ES769673",703278,"OTHER"
"55","ES769674",703278,"OTHER"
"56","ES769675",703278,"OTHER"
"57","ES769676",703278,"OTHER"
"58","ES769677",703278,"OTHER"
"59","ES769678",703278,"OTHER"
"60","ES769679",703278,"OTHER"
"61","ES769680",703278,"OTHER"
"62","ES769681",703278,"OTHER"
"63","ES769682",703278,"OTHER"
"64","ES769683",703278,"OTHER"
"65","ES769684",703278,"OTHER"
"66","ES769685",703278,"OTHER"
"67","ES769686",703278,"OTHER"
"68","ES769687",703278,"OTHER"
"69","ES769688",703278,"OTHER"
"70","ES769689",703278,"OTHER"
"71","ES769690",703278,"OTHER"
"72","ES769691",703278,"OTHER"
"73","ES769692",703278,"OTHER"
"74","ES769693",703278,"OTHER"
"75","ES769694",703278,"OTHER"
"76","ES769695",703278,"OTHER"
"77","ES769696",703278,"OTHER"
"78","ES769697",703278,"OTHER"
"79","ES769698",703278,"OTHER"
"80","ES769699",703278,"OTHER"
"81","ES769700",703278,"OTHER"
"82","ES769701",703278,"OTHER"
"83","ES769702",703278,"OTHER"
"84","ES769703",703278,"OTHER"
"85","ES769704",703278,"OTHER"
"86","ES769705",703278,"OTHER"
"87","ES769706",703278,"OTHER"
"88","ES769707",703278,"OTHER"
"89","ES769708",703278,"OTHER"
"90","ES769709",703278,"OTHER"
"91","ES769710",703278,"OTHER"
"92","ES769711",703278,"OTHER"
"93","ES769712",703278,"OTHER"
"94","ES769713",703278,"OTHER"
"95","ES769714",703278,"OTHER"
"96","ES769715",703278,"OTHER"
"97","ES769716",703278,"OTHER"
"98","ES769717",703278,"OTHER"
"99","ES769718",703278,"OTHER"
"100","ES769719",703278,"OTHER"
"101","ES769720",703278,"OTHER"
"102","ES769721",703278,"OTHER"
"103","ES769722",703278,"OTHER"
"104","ES769723",703278,"OTHER"
"105","ES769724",703278,"OTHER"
